epoch,avg_reward,min_reward,max_reward,std_reward,total_episodes,timestamp
0,-521.9113611804286,-521.9113611804286,-521.9113611804286,0.0,1,2025-08-25T07:45:58.961079
1,-466.5186059442764,-466.5186059442764,-466.5186059442764,0.0,1,2025-08-25T07:46:02.345352
2,-424.0120261609238,-424.0120261609238,-424.0120261609238,0.0,1,2025-08-25T07:46:05.740657
3,-492.5882485938698,-492.5882485938698,-492.5882485938698,0.0,1,2025-08-25T07:46:09.195770
4,-483.1511234428692,-483.1511234428692,-483.1511234428692,0.0,1,2025-08-25T07:46:12.577257
5,-524.3387946092712,-524.3387946092712,-524.3387946092712,0.0,1,2025-08-25T07:46:16.029032
6,-508.6276122327429,-508.6276122327429,-508.6276122327429,0.0,1,2025-08-25T07:46:19.497840
7,-466.8361823245856,-466.8361823245856,-466.8361823245856,0.0,1,2025-08-25T07:46:22.967973
8,-466.16058233477025,-466.16058233477025,-466.16058233477025,0.0,1,2025-08-25T07:46:26.436231
9,-462.79555681342123,-462.79555681342123,-462.79555681342123,0.0,1,2025-08-25T07:46:29.916732
10,-432.26980423561093,-432.26980423561093,-432.26980423561093,0.0,1,2025-08-25T07:46:33.735518
11,-511.8099983272032,-511.8099983272032,-511.8099983272032,0.0,1,2025-08-25T07:46:37.202356
12,-418.3808937639602,-418.3808937639602,-418.3808937639602,0.0,1,2025-08-25T07:46:40.673739
13,-467.8156496971884,-467.8156496971884,-467.8156496971884,0.0,1,2025-08-25T07:46:44.140546
14,-473.8738636307321,-473.8738636307321,-473.8738636307321,0.0,1,2025-08-25T07:46:47.550796
15,-502.5414106922113,-502.5414106922113,-502.5414106922113,0.0,1,2025-08-25T07:46:50.893564
16,-429.28196598123185,-429.28196598123185,-429.28196598123185,0.0,1,2025-08-25T07:46:54.225615
17,-487.38136918522105,-487.38136918522105,-487.38136918522105,0.0,1,2025-08-25T07:46:57.720249
18,-489.9060727750857,-489.9060727750857,-489.9060727750857,0.0,1,2025-08-25T07:47:01.157772
19,-489.46813737106766,-489.46813737106766,-489.46813737106766,0.0,1,2025-08-25T07:47:04.657977
20,-466.8361823245856,-466.8361823245856,-466.8361823245856,0.0,1,2025-08-25T07:47:08.451701
21,-480.994816351448,-480.994816351448,-480.994816351448,0.0,1,2025-08-25T07:47:11.968235
22,-473.6083159861117,-473.6083159861117,-473.6083159861117,0.0,1,2025-08-25T07:47:15.469298
23,-424.5364706469497,-424.5364706469497,-424.5364706469497,0.0,1,2025-08-25T07:47:18.968718
24,-468.33077448936604,-468.33077448936604,-468.33077448936604,0.0,1,2025-08-25T07:47:22.473099
