epoch,avg_reward,min_reward,max_reward,std_reward,total_episodes,timestamp
0,-613.738611968535,-613.738611968535,-613.738611968535,0.0,1,2025-08-09T15:44:50.859559
1,-477.52764440359664,-477.52764440359664,-477.52764440359664,0.0,1,2025-08-09T15:44:52.848575
2,-505.2440365786597,-505.2440365786597,-505.2440365786597,0.0,1,2025-08-09T15:44:55.145336
3,-569.4036335202967,-569.4036335202967,-569.4036335202967,0.0,1,2025-08-09T15:44:57.446503
4,-500.84544026780316,-500.84544026780316,-500.84544026780316,0.0,1,2025-08-09T15:44:59.228264
5,-569.4036335202967,-569.4036335202967,-569.4036335202967,0.0,1,2025-08-09T15:45:00.571334
6,-569.4036335202967,-569.4036335202967,-569.4036335202967,0.0,1,2025-08-09T15:45:02.501066
7,-216.695489124242,-216.695489124242,-216.695489124242,0.0,1,2025-08-09T15:45:04.795157
8,-481.41527948279156,-481.41527948279156,-481.41527948279156,0.0,1,2025-08-09T15:45:06.781564
9,-572.8471324649299,-572.8471324649299,-572.8471324649299,0.0,1,2025-08-09T15:45:09.062359
10,-573.7740360443813,-573.7740360443813,-573.7740360443813,0.0,1,2025-08-09T15:45:11.689227
11,-569.4036335202967,-569.4036335202967,-569.4036335202967,0.0,1,2025-08-09T15:45:13.984069
12,-573.7740360443813,-573.7740360443813,-573.7740360443813,0.0,1,2025-08-09T15:45:16.286126
13,-569.4036335202967,-569.4036335202967,-569.4036335202967,0.0,1,2025-08-09T15:45:18.565151
14,-569.4036335202967,-569.4036335202967,-569.4036335202967,0.0,1,2025-08-09T15:45:20.709364
15,-687.0155382945185,-687.0155382945185,-687.0155382945185,0.0,1,2025-08-09T15:45:22.794702
16,-328.0481959373685,-328.0481959373685,-328.0481959373685,0.0,1,2025-08-09T15:45:25.107494
17,-477.52764440359664,-477.52764440359664,-477.52764440359664,0.0,1,2025-08-09T15:45:26.827777
18,-831.2127212978855,-831.2127212978855,-831.2127212978855,0.0,1,2025-08-09T15:45:28.201282
19,-457.21997686863733,-457.21997686863733,-457.21997686863733,0.0,1,2025-08-09T15:45:29.936930
20,-687.0155382945185,-687.0155382945185,-687.0155382945185,0.0,1,2025-08-09T15:45:32.542202
21,-166.24783144194691,-166.24783144194691,-166.24783144194691,0.0,1,2025-08-09T15:45:34.806828
22,-573.7740360443813,-573.7740360443813,-573.7740360443813,0.0,1,2025-08-09T15:45:36.744738
23,-687.0155382945185,-687.0155382945185,-687.0155382945185,0.0,1,2025-08-09T15:45:39.041206
24,-325.7211606620058,-325.7211606620058,-325.7211606620058,0.0,1,2025-08-09T15:45:41.352590
