epoch,avg_reward,min_reward,max_reward,std_reward,total_episodes,timestamp
0,-599.2878218078913,-599.2878218078913,-599.2878218078913,0.0,1,2025-08-24T22:32:50.018309
1,-624.180290788026,-624.180290788026,-624.180290788026,0.0,1,2025-08-24T22:32:57.282088
2,-523.2435972221552,-523.2435972221552,-523.2435972221552,0.0,1,2025-08-24T22:33:05.074523
3,-528.7313331637226,-528.7313331637226,-528.7313331637226,0.0,1,2025-08-24T22:33:12.878627
4,-496.1551286866726,-496.1551286866726,-496.1551286866726,0.0,1,2025-08-24T22:33:19.939889
5,-944.5016823960526,-944.5016823960526,-944.5016823960526,0.0,1,2025-08-24T22:33:26.425446
6,-154.9700428896895,-154.9700428896895,-154.9700428896895,0.0,1,2025-08-24T22:33:33.612180
7,-552.8324946939291,-552.8324946939291,-552.8324946939291,0.0,1,2025-08-24T22:33:41.387250
8,-602.0173319648575,-602.0173319648575,-602.0173319648575,0.0,1,2025-08-24T22:33:49.151839
9,-154.38387483389644,-154.38387483389644,-154.38387483389644,0.0,1,2025-08-24T22:33:56.898034
10,-516.6568278313232,-516.6568278313232,-516.6568278313232,0.0,1,2025-08-24T22:34:04.970564
11,-145.7953328052572,-145.7953328052572,-145.7953328052572,0.0,1,2025-08-24T22:34:11.258271
12,-548.3011110284137,-548.3011110284137,-548.3011110284137,0.0,1,2025-08-24T22:34:18.451815
13,-561.3668042200952,-561.3668042200952,-561.3668042200952,0.0,1,2025-08-24T22:34:26.186128
14,-462.14159227343424,-462.14159227343424,-462.14159227343424,0.0,1,2025-08-24T22:34:33.878190
15,-456.27097148037484,-456.27097148037484,-456.27097148037484,0.0,1,2025-08-24T22:34:40.845655
16,-567.0343247378585,-567.0343247378585,-567.0343247378585,0.0,1,2025-08-24T22:34:48.589845
17,-552.5630844581862,-552.5630844581862,-552.5630844581862,0.0,1,2025-08-24T22:34:55.435638
18,-566.6745271055884,-566.6745271055884,-566.6745271055884,0.0,1,2025-08-24T22:35:02.016545
19,-526.3067707763604,-526.3067707763604,-526.3067707763604,0.0,1,2025-08-24T22:35:09.832841
20,-607.6260672253673,-607.6260672253673,-607.6260672253673,0.0,1,2025-08-24T22:35:17.926922
21,-608.376055143343,-608.376055143343,-608.376055143343,0.0,1,2025-08-24T22:35:25.690319
22,-599.2047856179308,-599.2047856179308,-599.2047856179308,0.0,1,2025-08-24T22:35:33.145235
23,-564.5988652241577,-564.5988652241577,-564.5988652241577,0.0,1,2025-08-24T22:35:39.998417
24,-568.3305417382169,-568.3305417382169,-568.3305417382169,0.0,1,2025-08-24T22:35:46.904371
