Epoch Reward,Avg Reward (last 10),Avg Reward (last 50),Best Reward,Replay Buffer Size
3248.2339680666028,3357.4606140198143,3357.4606140198143,4492.668019528632,726
3207.075869845543,3501.136315936162,3501.136315936162,4492.668019528632,1451
3828.98263647604,3719.947925573791,3599.1188217224653,4492.668019528632,2191
3822.8669758021992,3885.6731263721936,3693.404721154178,4492.668019528632,2936
3736.234684606336,4043.9649645745108,3777.0572788632835,4870.264057723301,3708
3969.6286006794517,3976.408649481119,3787.739363929825,4870.264057723301,4448
3470.6102154047535,3857.3563830014946,3799.999880045629,4870.264057723301,5192
4483.261621057325,3929.8081223688555,3823.256553539583,4870.264057723301,5938
3997.957000669904,4029.066206705801,3850.9035081923344,4870.264057723301,6700
4372.509919012264,4104.175236142142,3879.4402900600944,4870.264057723301,7472
3701.5542068396403,4140.894300390321,3958.245956049183,4870.264057723301,8221
4241.3874688473325,4072.388350938147,3993.690697060492,4870.264057723301,8962
4106.863822029186,4026.5901442091454,4019.5743997762543,4870.264057723301,9708
3987.614892277147,3984.2944676015786,4013.414965306368,4870.264057723301,10449
3941.4893061059456,3885.36888078177,3987.855183017706,4870.264057723301,11170
4117.468885632712,3863.56746334727,3990.8467280795985,4870.264057723301,11902
4182.206802112385,3960.1520720264116,4008.41432082269,4870.264057723301,12647
3805.659423849714,4060.015402801052,4016.8881841660377,4870.264057723301,13385
4548.699021745366,4048.142909972754,4012.22966147608,4870.264057723301,14150
4236.569161553094,4108.430781279989,4017.739293193607,4870.264057723301,14920
3278.1864569903482,4102.50802332119,4004.552406062254,4870.264057723301,15678
4428.492609443675,3965.949507480641,3996.4515245021057,4870.264057723301,16398
4098.73998850462,3973.5484381615197,3993.9440648527293,4870.264057723301,17168
3468.909212225928,3945.080049406389,3988.608640863068,4870.264057723301,17906
4160.605632513357,3973.944228266305,4011.659134349636,4870.264057723301,18661
4506.767076748197,3996.7876727416487,4015.2526827419433,4870.264057723301,19392
4550.3188829019255,3933.2906863269504,4006.286857209744,4870.264057723301,20156
3849.4790060542086,3987.524748303208,4000.754551842375,4870.264057723301,20923
4060.4754002684213,3907.0071782733708,3978.0597108698676,4870.264057723301,21645
3855.975468508566,3961.5059982860753,3971.369595243593,4870.264057723301,22411
4018.728590689505,4130.411576287005,3983.640421463031,4870.264057723301,23180
4362.86823589407,4050.64434569101,3988.3085628856657,4870.264057723301,23926
3946.202255109617,4059.4613257194856,4000.8229989746237,4870.264057723301,24675
4051.3158390154226,4181.9923678568975,4035.6910265757674,4870.264057723301,25438
3934.618755277981,4152.037681459298,4036.4416896132225,4870.264057723301,26196
3493.867108068634,3989.43912356415,4034.2213167402683,4870.264057723301,26939
4578.925919763058,4020.101423863112,4053.8038371204543,4870.264057723301,27696
4863.8627497049065,4160.69006175086,4068.8543794297993,4870.264057723301,28453
4274.248582805875,4239.106491274762,4120.223699720733,4870.264057723301,29225
4446.564472888866,4058.032125136662,4088.1596047999155,4870.264057723301,29959
3911.1535987023863,3991.4959632007935,4092.440577103491,5176.505624760574,30712
3539.840341794282,4041.67422332177,4086.365580326068,5176.505624760574,31447
4074.0470473574665,3884.167166149421,4057.3817451894774,5176.505624760574,32201
4476.309479246981,3982.229925386211,4046.4130918319306,5176.505624760574,32948
4094.4326584071323,4096.027701981083,4046.1797492938344,5176.505624760574,33694
4528.6992671199805,4073.722333093328,4063.2697337377667,5176.505624760574,34437
4187.886742514537,4162.011422577107,4074.561749036633,5176.505624760574,35225
4325.243111740097,4062.2896841232855,4043.589658212251,5176.505624760574,35959
4063.0926667565413,3946.354463047125,4016.0113433911056,5176.505624760574,36721
3803.2554431046365,4109.463176734776,4053.8758685318735,5176.505624760574,37492
3658.6281223176775,4101.071051702898,4037.926361091527,5176.505624760574,38238
4214.166517969608,4033.090624216921,4052.1591487109044,5176.505624760574,38989
4119.521401477224,4056.3542402299704,4072.363775907636,5176.505624760574,39735
3968.244413777052,4026.745293996104,4061.062222432883,5176.505624760574,40490
4261.4314281508305,4018.373021398297,4056.8328397910796,5176.505624760574,41244
3403.3615549798333,4009.837850233917,4048.285325861001,5176.505624760574,41980
4746.658205715432,4125.714225158684,4049.573400307395,5176.505624760574,42761
4103.5682588216,4061.4327151848047,4048.1139320733037,5176.505624760574,43502
4563.317141264016,3957.7152948166054,4051.8455666612917,5176.505624760574,44272
3926.55675831294,4121.315626639223,4050.484422054194,5176.505624760574,45038
3586.7990521154925,4127.271874172437,4057.0857311551995,5176.505624760574,45799
3972.7374855279063,4021.07523096745,4048.0813434043,5176.505624760574,46543
4720.935456933669,3918.4511889802293,4029.50512090525,5176.505624760574,47275
4216.76434102802,3983.515206535875,4039.4353259122545,5176.505624760574,48030
4118.943046488073,4110.337336289367,4047.8979838834643,5176.505624760574,48774
4116.428348474565,4172.799971263157,4072.0277501181017,5176.505624760574,49554
3498.0591151044464,4125.550278049227,4047.8651944615726,5176.505624760574,50291
4387.010670599198,4022.500868903478,4064.241380861837,5176.505624760574,51050
3972.3801141489953,4029.4385008642325,4062.2098356710985,5176.505624760574,51789
3502.206999451216,4034.1565133833938,4046.8095582106707,5176.505624760574,52543
3833.6832415439203,3949.281382152355,4026.6117372670824,5176.505624760574,53280
3398.9399376428655,3846.27170633928,4011.848853285037,5176.505624760574,54012
3862.452988812022,3962.323984133241,4035.386296297685,5176.505624760574,54765
4018.0293642187376,4191.931848737919,4053.5321817254458,5176.505624760574,55532
3784.744778133031,4161.523972568086,4045.6236235534284,5176.505624760574,56272
3757.837748260497,4074.4138929889587,4033.854966070606,5176.505624760574,57022
3971.0914205716595,4032.4512759099553,4027.0038231255744,5176.505624760574,57750
4787.2604846563245,3998.6862621880223,4029.092044727515,5176.505624760574,58503
4044.511940195088,4050.3507669528444,4031.186276343296,5176.505624760574,59248
3711.640847069271,4095.440170806254,4041.3487762120867,5176.505624760574,60005
3975.945671530615,4020.2007438352944,4045.370148679884,5176.505624760574,60738
3828.196711726244,3992.028855685198,4070.50020608127,5176.505624760574,61472
4088.7211236454177,4128.27805885126,4078.5609636234876,5176.505624760574,62246
4141.901376368438,4233.873619113593,4078.8885601564048,5176.505624760574,63031
4261.906839030407,4148.556159905937,4075.9674010910585,5176.505624760574,63783
4153.137659978654,4094.23696550508,4082.853174659629,5176.505624760574,64549
4786.748302284121,4191.770335191773,4107.8312129474225,5176.505624760574,65323
3416.800062331217,4028.11403655519,4088.7387295330636,5176.505624760574,66056
3985.9525617656145,3985.269213327927,4094.8149022224384,5176.505624760574,66822
