Epoch,Epoch Reward,Avg Reward (last 10),Avg Reward (last 50),Best Reward,Replay Buffer Size
5,116.32541565223309,119.54278634523652,119.54278634523652,156.81787029996698,153
10,223.8871755903677,142.85606974098167,142.85606974098167,223.8871755903677,312
15,336.19913434456805,232.2520657360958,194.68230593914268,336.19913434456805,484
20,271.3477391837665,302.8397906637034,222.84793020234255,336.19913434456805,648
25,333.28755881761816,316.48310867287444,243.4026270326354,338.2039646520096,819
30,318.6020138178279,328.34558246594816,258.0138142902111,347.79896885004916,988
35,280.66815803248426,326.60928176918003,267.1759569573625,356.37982176998537,1153
40,319.1904757036883,320.6777151695329,273.67978951004153,356.37982176998537,1321
45,307.4280917870548,323.99943699917975,279.8033969666551,356.37982176998537,1493
50,333.3296260104632,327.7093005716938,284.48569172237205,356.37982176998537,1665
55,307.2070158374817,316.9300513103267,303.25478889753134,356.37982176998537,1827
60,344.57135778689025,313.9946204275017,318.713401859676,356.37982176998537,1998
65,322.79037202306375,326.4089750235627,322.08617075502474,356.37982176998537,2168
70,301.81235310916384,320.20979716202464,322.18740315934025,356.37982176998537,2339
75,275.83187291325237,303.5622646987135,319.5020019601925,356.37982176998537,2504
80,318.3927771361469,301.5804712018861,316.8343809065278,356.37982176998537,2674
85,315.55606919993295,317.7827666783761,317.7366989420317,365.49453569382234,2845
90,327.7995370631358,325.53738338642427,317.8063145499061,365.49453569382234,3016
95,345.1993299576337,319.9467240073676,316.9261563436693,365.49453569382234,3180
100,322.0324995235236,323.2055987929324,316.9055741941538,365.49453569382234,3351
105,321.4833777459465,325.1721210213083,318.5745702858656,365.49453569382234,3520
110,290.2998332458652,322.7374031070299,318.6541307300594,365.49453569382234,3694
115,330.22364235523355,316.57724807616,316.6082248963851,365.49453569382234,3861
120,339.3992997327381,318.419182921624,318.29600788197934,365.49453569382234,4029
125,318.939798688004,324.9029474700533,320.87636145065306,365.49453569382234,4200
130,324.53883481493324,325.49319671348707,323.0785529842995,365.49453569382234,4370
135,324.9624002549801,324.86064638039574,322.291937391057,365.49453569382234,4543
140,336.2441064534727,327.2631792217432,323.4237121513633,365.49453569382234,4715
145,292.603690030752,325.1533273739424,323.33325806437193,365.49453569382234,4886
150,283.1273710555441,313.7421079032766,321.53101397343215,365.49453569382234,5059
155,324.7880430370208,316.6635508036066,321.6315440208316,365.49453569382234,5231
160,335.7552706250427,321.96490419145175,321.37651419031647,365.49453569382234,5399
165,353.59878291365567,323.98247341310315,323.1125890882202,365.49453569382234,5572
170,313.1299343329646,329.5087109606944,323.5944197981306,365.49453569382234,5743
175,299.8515257679526,328.55523937216986,323.84304746864353,365.49453569382234,5913
180,327.8797619685853,323.6670038396765,323.22918122336847,365.49453569382234,6084
185,320.3016316500952,324.32358521338847,323.73563523524206,365.49453569382234,6250
190,338.7037243191091,331.14384296544415,324.0053139721087,365.49453569382234,6421
195,337.1120935617474,330.799051860906,324.86478013263485,365.49453569382234,6588
200,303.2258189919472,320.0085932936084,325.25861105017503,365.49453569382234,6751
205,342.19914830748604,317.3921948955534,325.0105089510242,365.49453569382234,6928
210,292.76842888728817,321.62850496102004,325.19133120408867,365.49453569382234,7095
215,345.4691844140131,322.8188631601802,324.77778690043954,365.49453569382234,7264
220,339.7119624106741,323.3303256220421,323.9556541363583,365.49453569382234,7427
225,322.39352451968597,315.62762090123954,322.19226320625353,365.49453569382234,7589
230,341.9997333324699,314.0185020963383,322.0259537876906,365.49453569382234,7752
235,311.0501984779292,311.9360388232681,319.7147539282294,365.49453569382234,7924
240,313.5029692088432,315.07209755469097,318.81160470553993,365.49453569382234,8091
245,321.42948742679926,324.8858260733816,318.53210877072456,365.49453569382234,8261
250,313.20806854371324,323.53122955634626,319.51613195808756,365.49453569382234,8430
255,308.4765123021965,319.85849483239093,319.0253687580921,365.49453569382234,8596
260,350.89307824828904,328.17588757760944,320.8256084814054,365.49453569382234,8772
265,321.6234398363539,326.71968681771216,319.8055334895985,365.49453569382234,8938
270,315.67038721708013,323.31131874700856,320.8218071063987,365.49453569382234,9105
275,318.91371694066174,326.38760478503156,321.95753026635686,365.49453569382234,9274
280,331.5345612149834,326.14221270315755,323.2465492277625,365.49453569382234,9448
285,305.90764397340615,329.34640393702347,325.43960328910794,365.49453569382234,9615
290,283.6520140503282,326.6927206174644,325.5706738403172,365.49453569382234,9786
295,310.1791376047396,325.3079803393465,325.52403414230093,365.49453569382234,9953
300,353.7422497254146,323.0718729512972,325.4788025193074,365.49453569382234,10125
305,347.9990779047354,324.74460297370945,326.5012557705646,365.49453569382234,10293
310,340.6691712197716,324.8190265111735,324.8074303060202,365.49453569382234,10461
315,320.45555510274556,324.79581238351363,326.11648088372493,365.49453569382234,10630
320,326.7028735456062,333.9813659050485,326.9414397376282,368.3214008750025,10804
325,286.43643215464965,324.8642166995806,325.81180326663474,368.3214008750025,10975
330,279.031164439721,299.0018805172459,321.5133733004459,368.3214008750025,11138
335,344.76161310598536,308.3294777424531,321.60841802772063,368.3214008750025,11307
340,307.38113361874656,321.202016620451,320.4152325010432,368.3214008750025,11474
345,323.3954354142244,318.9672882909542,320.3402796180422,368.3214008750025,11646
350,316.1204920220791,319.42684961416177,319.68622783361616,368.3214008750025,11808
355,301.4061105943091,317.60608561280765,318.91257614586186,368.3214008750025,11980
360,307.5146829936821,322.7756944521547,319.2775614218124,368.3214008750025,12151
365,323.50826907804804,326.5805931595029,319.26953230105966,368.3214008750025,12320
370,339.3993499566124,315.764017931286,315.63409182705993,368.3214008750025,12485
375,317.8779909277315,314.1873434254322,317.13415764623,368.3214008750025,12650
380,318.5237472115771,318.3889143535351,319.51149859431774,368.3214008750025,12820
385,313.3207613421475,313.99342293098437,318.2669466839363,368.3214008750025,12988
390,324.61676054401175,320.2650109041948,319.3240974510665,368.3214008750025,13160
395,274.024886964434,317.2832067686842,317.93013037948225,368.3214008750025,13331
400,333.39936126435657,311.36040919032473,317.7108093662991,368.3214008750025,13495
405,287.2558825470077,317.4410914802408,317.89713155296886,368.3214008750025,13666
410,315.16546004828757,316.7222924255127,316.50012896097064,368.3214008750025,13829
415,336.3992742160841,325.45851221941405,317.67271536495116,368.3214008750025,13998
420,332.4668475341705,330.9286019230281,319.5330457593191,368.3214008750025,14164
425,320.0929164841785,326.7653226057706,320.1883112010188,368.3214008750025,14338
430,339.09357259848986,333.33776880809995,322.5228166502321,368.3214008750025,14513
435,330.71586467079277,331.2657920400467,323.6427850228312,368.3214008750025,14683
440,318.3204795025223,330.48102663659915,324.56601979671296,368.3214008750025,14855
445,335.0293242657272,337.69251600012933,327.7246468691203,368.3214008750025,15033
450,303.4170569258446,322.2877479725747,326.751487553163,368.3214008750025,15191
455,342.4225179928109,311.1925806778338,326.47494470863893,368.3214008750025,15367
460,348.1822748179811,318.1395748760058,327.0349440432616,368.3214008750025,15538
465,342.39950938556746,312.9849950461648,323.98024127398907,368.3214008750025,15701
470,301.35624647440375,319.99679568138146,324.8485827949322,368.3214008750025,15875
475,319.6962166615775,320.64429257403947,322.75603526764286,368.3214008750025,16042
480,331.21977064688195,320.3097550012509,322.2429800335624,368.3214008750025,16215
485,354.14891731314356,329.55594613500307,322.41406608663414,368.3214008750025,16392
490,298.76854278593316,323.7346706570703,320.8937088376566,368.3214008750025,16559
495,310.41153053586726,316.35762428735563,318.14708774407933,368.3214008750025,16737
500,347.9602814271552,329.13041871208463,322.2622429855586,368.3214008750025,16914
505,343.535812649116,329.16477973097506,321.7415275547076,368.3214008750025,17082
510,313.4901073296972,314.19637073268035,321.47360215689355,368.3214008750025,17249
515,354.707621362781,313.82706152041555,321.90994084955776,368.3214008750025,17417
520,303.79857239777164,300.14318561321153,317.5028801432595,368.3214008750025,17580
525,315.94863132816744,305.45203920327367,318.8714901754046,368.3214008750025,17746
530,341.8386910373713,317.56883901014163,316.9546969450377,368.3214008750025,17915
535,305.6345709920726,318.79927945612167,316.7201568396283,368.3214008750025,18085
540,318.466154824527,316.9532546130211,315.5984137362278,368.3214008750025,18250
545,368.3987645210442,314.4205147245383,316.33273492706485,368.3987645210442,18416
550,309.7360416121721,320.607503011916,313.8938305961941,368.3987645210442,18584
555,312.4090638130498,316.4920485843921,313.79818869774823,368.3987645210442,18750
560,318.5952849967876,320.39468565032945,315.1334935797239,368.3987645210442,18923
565,344.09118039330053,317.24113008655314,314.4810024109758,368.3987645210442,19085
570,329.8364759147508,315.6331839643172,318.23149324994506,368.3987645210442,19257
575,299.6996275455736,320.39006217684033,317.4686070056891,368.3987645210442,19426
580,292.4627947735306,311.20290484802695,316.9583064175221,368.3987645210442,19593
585,327.48629717364975,315.443734666768,316.79749804781835,368.3987645210442,19764
590,307.8037782283807,318.99949324459647,317.3675541438372,368.3987645210442,19930
595,261.96937464916334,308.31829345433454,315.5770537937776,368.3987645210442,20094
600,336.16407443027316,310.15908470730955,315.27787048291594,368.3987645210442,20265
605,300.2270989635249,312.50797019065635,314.7802381150305,368.3987645210442,20433
610,323.0791745086504,309.14438308734736,313.02780997031954,368.3987645210442,20610
615,316.81484960510016,317.9723765518981,314.92648740809943,368.3987645210442,20784
620,319.51086370389373,326.6028221281061,315.22173760307726,368.3987645210442,20953
625,300.08649102356037,322.7001393835432,315.38850284944004,368.3987645210442,21124
630,318.9901446851243,316.28406986726,316.23797060692385,368.3987645210442,21292
635,329.3315210267632,318.7734353509635,316.0544429862792,368.3987645210442,21465
640,300.5310036634758,322.79097994451945,316.99626794690846,368.3987645210442,21638
645,338.6762256477847,322.3658386793721,318.8639520312867,368.3987645210442,21807
650,296.4819446508817,310.6563463644795,317.0957202783424,368.3987645210442,21966
655,335.30994454940554,310.62069128636296,318.48649625042805,368.3987645210442,22131
660,269.90537774458807,316.2870574019291,318.5242551412588,368.3987645210442,22296
665,301.6481142249014,315.57628007175134,318.0072769543986,368.3987645210442,22461
670,353.8102653864483,310.0979693532878,315.2232845862951,368.3987645210442,22628
675,348.17162967259907,302.4958564012555,313.9664203579411,368.3987645210442,22792
680,299.5140821040859,301.8573594321314,312.3379424992694,368.3987645210442,22953
685,329.2172117143725,310.85614936357604,312.3829631604636,368.3987645210442,23120
690,274.8065472247922,315.6552562263415,310.9107977556339,368.3987645210442,23288
695,268.14009244684104,304.519862140035,308.8137678525962,368.3987645210442,23453
700,362.59895020495685,315.85449855724755,311.9504281941874,368.3987645210442,23624
705,327.39325156552457,330.47846698343704,312.785322992011,368.3987645210442,23790
710,347.265978059471,333.39717248897534,315.3724512115967,368.3987645210442,23959
715,303.12271335270566,322.6200927540729,314.19408552847534,368.3987645210442,24124
720,321.80149785699734,314.24203047542926,316.20126343602504,368.3987645210442,24293
725,315.51435097690717,321.8301002817211,318.06093430456843,368.3987645210442,24456
730,303.17355564341943,320.52265722091795,319.93432299378236,368.3987645210442,24622
735,265.74630006443095,317.36261925514174,319.3622282828816,368.3987645210442,24797
740,315.74645120697085,314.7053532270285,319.74434239391974,368.3987645210442,24963
745,298.35346177328466,317.9270173856066,322.0436593319958,371.0247095938143,25142
750,314.88556406582154,325.12537194797113,321.59851707206445,371.0247095938143,25313
755,335.53882430710973,325.30592032151105,321.00914999961066,371.0247095938143,25479
760,345.1457983567,322.06057356853,319.33119728797533,380.95885248690155,25654
765,344.99907306704625,326.629517010659,321.81103485092785,380.95885248690155,25824
770,330.39932745725815,331.5199511396999,322.7867814208295,380.95885248690155,25997
775,318.89871137602995,332.1750677866324,323.8800283519102,380.95885248690155,26169
