Epoch Reward,Avg Reward (last 10),Avg Reward (last 50),Best Reward,Replay Buffer Size
4003.506618839684,3406.5110836360464,3406.5110836360464,4094.3467632294837,702
3706.912001003555,3504.3599039137507,3504.3599039137507,4094.3467632294837,1392
3629.0144171804045,3509.1249379562482,3474.9203198495143,4094.3467632294837,2075
3529.1617697433794,3422.8596390698076,3463.609771491779,4094.3467632294837,2763
3770.699388081438,3515.799766392898,3491.272098466868,4094.3467632294837,3459
3956.2695524704623,3778.0793233742393,3568.4329554525993,4180.192397772322,4182
3636.8835418419417,3800.7649202612097,3579.6986189795375,4180.192397772322,4892
3440.0000152918196,3573.1645065455123,3569.615843225828,4180.192397772322,5590
3289.5403588811287,3491.1659567522825,3560.0246940401476,4180.192397772322,6270
4286.524764344942,3686.911674622068,3593.0750095050757,4286.961603346598,7008
3287.345968816235,3755.668227230758,3614.504761718679,4405.994511436734,7706
3220.4759199154287,3476.5195716871654,3587.506943059759,4405.994511436734,8370
3664.524737465559,3450.853206678649,3602.8504154631587,4405.994511436734,9060
3857.4318293129436,3509.228222750096,3604.780659795816,4405.994511436734,9744
3828.0530244973065,3520.327339429676,3603.755930070515,4405.994511436734,10444
3388.5550707743155,3542.4449481517886,3557.6537847513264,4405.994511436734,11135
3712.5692678852347,3476.6259850688293,3538.928143032039,4405.994511436734,11807
3608.3176032085476,3489.40055729137,3540.9009949004976,4405.994511436734,12511
3387.7401515055217,3569.69069958717,3554.6330915990166,4405.994511436734,13222
3845.1955687086033,3599.1657833836553,3523.351816652815,4405.994511436734,13907
3595.5346668368825,3558.7742015564245,3515.2542864641496,4405.994511436734,14601
3941.8138820048066,3538.4773523706417,3535.743372789511,4405.994511436734,15287
3632.922276925182,3490.1211362938316,3523.1078723871865,4405.994511436734,15970
3759.079583113741,3527.8689635770315,3539.471520954897,4405.994511436734,16675
3888.3826858739144,3645.921544663427,3548.2267134339363,4405.994511436734,17372
3865.534625043672,3685.1017120553524,3568.0028737356106,4405.994511436734,18090
3164.4244625305255,3651.422094033599,3583.1859352268907,4405.994511436734,18795
3718.447620054509,3609.236120175881,3591.969986312512,4405.994511436734,19502
3868.9374844485683,3634.7234705707633,3596.1924894236085,4405.994511436734,20205
4202.995412571525,3630.0419460600024,3598.1452188477824,4405.994511436734,20904
3918.1439577599863,3622.5986374430586,3608.957376600936,4405.994511436734,21616
3691.482701338592,3570.2035103571643,3604.4904504450865,4405.994511436734,22293
3382.7772231823983,3544.3314587939194,3619.799441100954,4405.994511436734,22994
3488.507162576131,3633.112216940774,3625.539101117835,4405.994511436734,23696
3354.553059459415,3567.8936176330426,3604.193855694876,4405.994511436734,24364
3724.6163618756677,3552.5770417112594,3599.0341670490157,4405.994511436734,25069
4001.8549869392555,3549.137585609204,3583.7369540099976,4405.994511436734,25750
3199.7823713683542,3476.886137708096,3572.5641705554585,4405.994511436734,26448
3743.641495702542,3482.173456612107,3553.2269512182665,4405.994511436734,27143
3460.2596850949076,3467.848452383319,3540.1254718201217,4405.994511436734,27838
4173.132659749836,3580.743857759462,3544.855995281547,4405.994511436734,28550
3454.522110105231,3687.492380637728,3563.5832458762347,4405.994511436734,29260
3158.5107887708486,3503.7980875104413,3536.749321024852,4405.994511436734,29941
4153.418134709833,3480.0311465821987,3532.967031804519,4405.994511436734,30658
3714.4695129382235,3588.029094447692,3540.7764163877814,4405.994511436734,31367
3879.436154283349,3526.892094818582,3527.830042425985,4405.994511436734,32061
3688.956271180342,3432.3809074052797,3517.425080746996,4405.994511436734,32732
3698.6279320746594,3470.3113060187993,3526.515076088125,4405.994511436734,33442
3652.6153726425896,3620.6767497998417,3545.125739384544,4405.994511436734,34142
3951.2406845919513,3569.68502353502,3546.8823903184657,4405.994511436734,34826
3169.251577993212,3498.3182392421754,3528.6406156810863,4405.994511436734,35518
3583.9385925836928,3663.087673377614,3542.001448866443,4405.994511436734,36252
3849.6540746139276,3675.236082265693,3562.928214632136,4405.994511436734,36950
3388.8484704181656,3542.351243504659,3554.4654682509345,4405.994511436734,37652
3291.670020689207,3721.9419451688395,3589.710784776365,4445.873800514241,38376
3483.8562187801845,3743.495090946561,3597.7860674765307,4445.873800514241,39083
3297.3684079406057,3568.9196828604045,3617.0185398673907,4445.873800514241,39781
3475.8663708635277,3564.522802632554,3616.6283667992816,4445.873800514241,40471
3483.9992647258923,3622.961268107322,3617.4754435288864,4445.873800514241,41189
3897.887330758669,3661.004045978806,3634.8921712880397,4445.873800514241,41886
3924.9602906185137,3628.3796821805854,3643.487732116568,4445.873800514241,42602
3791.5336779424724,3580.2135109040246,3618.3173387933202,4445.873800514241,43288
3602.9112735383433,3556.4115402924203,3619.722823721914,4445.873800514241,43984
