epoch,avg_reward,min_reward,max_reward,std_reward,total_episodes,timestamp
0,-457.0749400374851,-457.0749400374851,-457.0749400374851,0.0,1,2025-08-25T07:45:59.009757
1,-421.1821707411666,-421.1821707411666,-421.1821707411666,0.0,1,2025-08-25T07:46:05.104549
2,-380.96748754027715,-380.96748754027715,-380.96748754027715,0.0,1,2025-08-25T07:46:11.108707
3,-462.8932402357995,-462.8932402357995,-462.8932402357995,0.0,1,2025-08-25T07:46:17.094069
4,-420.78462176528734,-420.78462176528734,-420.78462176528734,0.0,1,2025-08-25T07:46:23.089481
5,-422.9489311628606,-422.9489311628606,-422.9489311628606,0.0,1,2025-08-25T07:46:29.103340
6,-414.73561212960726,-414.73561212960726,-414.73561212960726,0.0,1,2025-08-25T07:46:35.113829
7,-415.4662883809682,-415.4662883809682,-415.4662883809682,0.0,1,2025-08-25T07:46:41.151960
8,-442.28378037279447,-442.28378037279447,-442.28378037279447,0.0,1,2025-08-25T07:46:47.218937
9,-417.14433309098314,-417.14433309098314,-417.14433309098314,0.0,1,2025-08-25T07:46:53.231020
10,-434.84311014306263,-434.84311014306263,-434.84311014306263,0.0,1,2025-08-25T07:46:59.563513
11,-474.85825729731323,-474.85825729731323,-474.85825729731323,0.0,1,2025-08-25T07:47:05.550930
12,-405.64479897360565,-405.64479897360565,-405.64479897360565,0.0,1,2025-08-25T07:47:11.545715
13,-433.27581831858464,-433.27581831858464,-433.27581831858464,0.0,1,2025-08-25T07:47:17.531880
14,-422.921583734065,-422.921583734065,-422.921583734065,0.0,1,2025-08-25T07:47:23.526943
15,-515.0086778567011,-515.0086778567011,-515.0086778567011,0.0,1,2025-08-25T07:47:29.535234
16,-415.98888254678695,-415.98888254678695,-415.98888254678695,0.0,1,2025-08-25T07:47:35.528880
17,-450.94647422218816,-450.94647422218816,-450.94647422218816,0.0,1,2025-08-25T07:47:41.496835
18,-466.41316698572325,-466.41316698572325,-466.41316698572325,0.0,1,2025-08-25T07:47:47.419504
19,-482.87859340705194,-482.87859340705194,-482.87859340705194,0.0,1,2025-08-25T07:47:53.330244
20,-368.5609558210936,-368.5609558210936,-368.5609558210936,0.0,1,2025-08-25T07:47:59.596282
21,-396.50701500943364,-396.50701500943364,-396.50701500943364,0.0,1,2025-08-25T07:48:05.529834
22,-516.7883382036824,-516.7883382036824,-516.7883382036824,0.0,1,2025-08-25T07:48:11.433884
23,-424.3579737381245,-424.3579737381245,-424.3579737381245,0.0,1,2025-08-25T07:48:17.339347
24,-413.35367964092376,-413.35367964092376,-413.35367964092376,0.0,1,2025-08-25T07:48:23.265628
