epoch,avg_reward,min_reward,max_reward,std_reward,total_episodes,timestamp
0,-524.6332150990881,-524.6332150990881,-524.6332150990881,0.0,1,2025-08-05T11:02:15.891668
1,-267.9403051761819,-267.9403051761819,-267.9403051761819,0.0,1,2025-08-05T11:02:19.810552
2,-504.5583055607501,-504.5583055607501,-504.5583055607501,0.0,1,2025-08-05T11:02:23.707433
3,-489.38983724655515,-489.38983724655515,-489.38983724655515,0.0,1,2025-08-05T11:02:27.605579
4,-534.7636044785548,-534.7636044785548,-534.7636044785548,0.0,1,2025-08-05T11:02:31.495313
5,-212.3348316006768,-212.3348316006768,-212.3348316006768,0.0,1,2025-08-05T11:02:35.117382
6,-785.0910475759613,-785.0910475759613,-785.0910475759613,0.0,1,2025-08-05T11:02:38.967490
7,-427.13358765052357,-427.13358765052357,-427.13358765052357,0.0,1,2025-08-05T11:02:42.857226
8,-521.4163584911211,-521.4163584911211,-521.4163584911211,0.0,1,2025-08-05T11:02:46.748413
9,-666.1987261450877,-666.1987261450877,-666.1987261450877,0.0,1,2025-08-05T11:02:50.638075
10,-604.2757285024809,-604.2757285024809,-604.2757285024809,0.0,1,2025-08-05T11:02:54.850053
11,-575.8891450988226,-575.8891450988226,-575.8891450988226,0.0,1,2025-08-05T11:02:58.750132
12,-620.4685910471704,-620.4685910471704,-620.4685910471704,0.0,1,2025-08-05T11:03:02.765251
13,-541.805704131659,-541.805704131659,-541.805704131659,0.0,1,2025-08-05T11:03:07.172610
14,-639.1254065190843,-639.1254065190843,-639.1254065190843,0.0,1,2025-08-05T11:03:11.579901
15,-510.9207518614986,-510.9207518614986,-510.9207518614986,0.0,1,2025-08-05T11:03:16.047270
16,-324.64326473999046,-324.64326473999046,-324.64326473999046,0.0,1,2025-08-05T11:03:20.915532
17,-225.66038780952533,-225.66038780952533,-225.66038780952533,0.0,1,2025-08-05T11:03:25.808668
18,-588.4887547010842,-588.4887547010842,-588.4887547010842,0.0,1,2025-08-05T11:03:30.836628
19,-412.44165812604837,-412.44165812604837,-412.44165812604837,0.0,1,2025-08-05T11:03:35.873560
20,-714.6073521045575,-714.6073521045575,-714.6073521045575,0.0,1,2025-08-05T11:03:41.409486
21,-519.282640363924,-519.282640363924,-519.282640363924,0.0,1,2025-08-05T11:03:46.625276
22,-340.84614810841276,-340.84614810841276,-340.84614810841276,0.0,1,2025-08-05T11:03:52.077327
23,-590.5497765784412,-590.5497765784412,-590.5497765784412,0.0,1,2025-08-05T11:03:57.832992
24,-551.2236672583216,-551.2236672583216,-551.2236672583216,0.0,1,2025-08-05T11:04:03.669309
